title,stars
Kung Fu Panda: The Dragon Knight,"Rita Ora, Jack Black, Chris Geere, Della Saba"
White Gold,"Ed Westwick, James Buckley, Joe Thomas, Linzey Cocker"
Lab Rats,"William Brent, Spencer Boldman, Kelli Berglund, Tyrel Jackson Williams"
Dead End: Paranormal Park,"Zach Barack, Kody Kavitha, Emily Osment, Clinton Leupp"
Wheel of Fortune,"Pat Sajak, Vanna White, Charlie O'Donnell, Jim Thornton"
"Game Over, Man!","Kyle Newacheck, |, Stars:, Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges"
Chad & JT Go Deep,"Tom Allen, Michael Klimkowski, Kevin Fard, J.T. Parr"
Mute,"Duncan Jones, |, Stars:, Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter"
Trollhunters: Tales of Arcadia,"Charlie Saxton, Lexi Medrano, Anton Yelchin, Kelsey Grammer"
Buy My House,"Nina Parker, Danisha Danielle Wrighster, Brandon Copeland, Pamela Liebman"
Killers,"Robert Luketic, |, Stars:, Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara"
Restless,"Régis Blondeau, |, Stars:, Franck Gastambide, Simon Abkarian, Michaël Abiteboul, Tracy Gotoas"
A Man Apart,"F. Gary Gray, |, Stars:, Vin Diesel, Timothy Olyphant, Larenz Tate, Geno Silva"
Mimi,"Rajesh Bhatia, Laxman Utekar, |, Stars:, Kriti Sanon, Evelyn Edwards, Pankaj Tripathi, Sai Tamhankar"
Office Christmas Party,"Josh Gordon, Will Speck, |, Stars:, Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston"
Isn't It Romantic,"Todd Strauss-Schulson, |, Stars:, Rebel Wilson, Liam Hemsworth, Adam Devine, Priyanka Chopra Jonas"
Love Island,"Matthew Hoffman, Iain Stirling, Zeta Morrison, Timmy Pandolfi"
Jimmy Neutron: Boy Genius,"John A. Davis, |, Stars:, Debi Derryberry, Rob Paulsen, Megan Cavanagh, Mark DeCarlo"
Naked,"Michael Tiddes, |, Stars:, Marlon Wayans, Regina Hall, Dennis Haysbert, J.T. Jackson"
Under the Shadow,"Babak Anvari, |, Stars:, Narges Rashidi, Avin Manshadi, Bobby Naderi, Arash Marandi"
My Love from Another Star,"Jun Ji-hyun, Kim Soo-hyun, Park Hae-Jin, Yoo In-Na"
Stavisky,"Alain Resnais, |, Stars:, Jean-Paul Belmondo, Charles Boyer, François Périer, Anny Duperey"
Rita,"Mille Dinesen, Lise Baastrup, Nikolaj Groth, Carsten Bjørnlund"
Terrified,"Demián Rugna, |, Stars:, Maximiliano Ghione, Norberto Gonzalo, Elvira Onetto, George L. Lewis"
Thumbelina,"Don Bluth, Gary Goldman, |, Stars:, Jodi Benson, Gary Imhoff, Gino Conforti, Barbara Cook"
Dolemite Is My Name,"Craig Brewer, |, Stars:, Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson"
7 Prisoners,"Alexandre Moratto, |, Stars:, Christian Malheiros, Rodrigo Santoro, Lucas Oranmian, Vitor Julian"
The Girl with All the Gifts,"Colm McCarthy, |, Stars:, Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine"
Outside the Wire,"Mikael Håfström, |, Stars:, Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham"
Romeo & Juliet,"Carlo Carlei, |, Stars:, Hailee Steinfeld, Douglas Booth, Damian Lewis, Laura Morante"
Scarface,"Howard Hawks, Richard Rosson, |, Stars:, Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins"
The Last Legion,"Doug Lefler, |, Stars:, Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan"
Yeh Kaali Kaali Ankhein,"Shweta Tripathi, Anchal Singh, Saurabh Shukla, Tahir Raj Bhasin"
How to Build a Sex Room,Melanie Rose
Tyrant,"Adam Rayner, Jennifer Finnigan, Ashraf Barhom, Moran Atias"
The Do-Over,"Steven Brill, |, Stars:, Adam Sandler, David Spade, Paula Patton, Kathryn Hahn"
Fishbowl Wives,"Ryôko Shinohara, Masanobu Andô, Takanori Iwata, Anne Yatco"
You Me Her,"Greg Poehler, Rachel Blanchard, Priscilla Faia, Melanie Papalia"
The Kissing Booth 3,"Vince Marcello, |, Stars:, Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald"
Rebellion,"Michael Ford-FitzGerald, Jordanne Jones, Brian Gleeson, Jaelynne Wallace Ruane"
Ride or Die,"Ryûichi Hiroki, |, Stars:, Kiko Mizuhara, Honami Satô, Shinya Niiro, Shunsuke Tanaka"
The Titan,"Lennart Ruff, |, Stars:, Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn"
As the Crow Flies,"Birce Akalay, Miray Daner, Ibrahim Celikkol, Burak Yamantürk"
Kodachrome,"Mark Raso, |, Stars:, Ed Harris, Jason Sudeikis, Elizabeth Olsen, Bruce Greenwood"
Dangerous Lies,"Michael M. Scott, |, Stars:, Nick Purcha, Joe Costa, Camila Mendes, Briana Skye"
Disappearance at Clifton Hill,"Albert Shin, |, Stars:, Addison Tymec, Mikayla Radan, Tim Beresford, Janet Porter"
The Mess You Leave Behind,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper"
Inuyasha,"Kappei Yamaguchi, Richard Ian Cox, Darren Pleavin, Satsuki Yukino"
Porco Rosso,"Hayao Miyazaki, |, Stars:, Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura Vi, Tsunehiko Kamijô"
Mai,"Sakshi Tanwar, Vivek Mushran, Wamiqa Gabbi, Raima Sen"
Servant of the People,"Volodymyr Zelenskyy, Vladyslav Dmytrenko, Anastasiya Chepelyuk, Boris Abramov"
Spectral,"Nic Mathieu, |, Stars:, James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini"
Haseen Dillruba,"Vinil Mathew, |, Stars:, Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastav"
Flowers,"Sophia Di Martino, Olivia Colman, Julian Barratt, Daniel Rigby"
Premium Rush,"David Koepp, |, Stars:, Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy"
Step Up Revolution,"Scott Speer, |, Stars:, Kathryn McCormick, Ryan Guzman, Cleopatra Coleman, Misha Gabriel Hamilton"
The Sleepover,"Trish Sie, |, Stars:, Sadie Stanley, Maxwell Simkins, Cree Cicchino, Lucas Jaye"
Skylines,"Liam O'Donnell, |, Stars:, Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra"
Kakegurui,"Saori Hayami, Tatsuya Tokutake, Miyuki Sawashiro, Minami Tanaka"
Bubble,"Tetsurô Araki, |, Stars:, Jun Shison, riria., Mamoru Miyano, Yûki Kaji"
The Tale of The Princess Kaguya,"Isao Takahata, |, Stars:, Chloë Grace Moretz, James Caan, Mary Steenburgen, James Marsden"
Dear White People,"Logan Browning, Brandon P Bell, DeRon Horton, Antoinette Robertson"
Security,"Peter Chelsom, |, Stars:, Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello"
Suburra: Blood on Rome,"Alessandro Borghi, Giacomo Ferrara, Filippo Nigro, Carlotta Antonelli"
Into the Forest,"Patricia Rozema, |, Stars:, Elliot Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie"
The Professor,"Wayne Roberts, |, Stars:, Johnny Depp, Rosemarie DeWitt, Odessa Young, Danny Huston"
Wild Wild Country,"Ma Anand Sheela, Philip Toelkes, Jane Stork, George Meredith"
The Perfect Date,"Chris Nelson, |, Stars:, Noah Centineo, Laura Marano, Odiseas Georgiadis, Camila Mendes"
A Fall from Grace,"Tyler Perry, |, Stars:, Crystal Fox, Phylicia Rashad, Bresha Webb, Mehcad Brooks"
Touch,"Kiefer Sutherland, David Mazouz, Gugu Mbatha-Raw, Lukas Haas"
Sergio,"Greg Barker, |, Stars:, Wagner Moura, Ana de Armas, Brían F. O'Byrne, Bradley Whitford"
Untold: Operation Flagrant Foul,"David Terry Fine, |, Stars:, Tim Donaghy, Matt Maltepes"
Bad Trip,"Kitao Sakurai, |, Stars:, Eric André, Michaela Conlin, Lil Rel Howery, Tiffany Haddish"
Glória,"Miguel Nunes, Matt Rippy, Stephanie Vogt, Carolina Amaral"
Rescued by Ruby,"Katt Shea, |, Stars:, Grant Gustin, Scott Wolf, Kaylah Zander, Camille Sullivan"
Great News,"Briga Heelan, Andrea Martin, Adam Campbell, Nicole Richie"
Sabotage,"David Ayer, |, Stars:, Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams"
"Ada Twist, Scientist","Nicholas Crovetti, Amanda Christine, Candace Kozak, Taye Diggs"
Cargo,"Ben Howling, Yolanda Ramke, |, Stars:, Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins"
That Girl Lay Lay,"Gabrielle Nevaeh Green, Alaya High, Thomas Hobson, Tiffany Daniels"
Entrevías,"Jose Coronado, Nona Sobo, Felipe Londoño, Laura Ramos"
America: The Motion Picture,"Matt Thompson, |, Stars:, Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan"
Our Father,"Lucie Jourdan, |, Stars:, Jacoba Ballard, Julie Harmon, Matt White, Heather Woock"
Laggies,"Lynn Shelton, |, Stars:, Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Mark Webber"
Wasp Network,"Olivier Assayas, |, Stars:, Penélope Cruz, Edgar Ramírez, Gael García Bernal, Ana de Armas"
Resort to Love,"Steven K. Tsuchida, |, Stars:, Christina Milian, Tymberlee Hill, Kayne Lee Harrison, Ruth Nadler-Nir"
Move to Heaven,"Adam McArthur, Lee Jehoon, Olivia Castanho, Tang Joon-sang"
Alvin and the Chipmunks: The Squeakquel,"Betty Thomas, |, Stars:, Jason Lee, Zachary Levi, David Cross, Justin Long"
Fate/Zero,"Ayako Kawasumi, Kari Wahlgren, Sayaka Ôhara, Jôji Nakata"
The I-Land,"Natalie Martinez, Kate Bosworth, Ronald Peet, Sibylla Deen"
Suburbicon,"George Clooney, |, Stars:, Matt Damon, Julianne Moore, Oscar Isaac, Noah Jupe"
Invisible City,"Marco Pigossi, José Dumont, Alessandra Negrini, Julia Konrad"
Forbidden Love,"Beren Saat, Kivanç Tatlitug, Nebahat Çehre, Hazal Kaya"
6 Days,"Toa Fraser, |, Stars:, Jamie Bell, Mark Strong, Abbie Cornish, Martin Shaw"
Family Reunion,"Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Cameron J. Wright"
In for a Murder,"Piotr Mularuk, |, Stars:, Anna Smolowik, Pawel Domagala, Szymon Bobrowski, Piotr Adamczyk"
Quicksand,"Hanna Ardéhn, Felix Sandman, David Dencik, Anna Björk"
Cocomelon,"Ava Madison Gray, Kristen Princiotta, Hannah An, Brittany Taylor"
Untold: The Rise and Fall of AND1,"Kevin Wilson Jr., |, Stars:, Grayson Boucher, Philip Champion, Rielle Creighton, Luis Da Silva Jr."
Mosul,"Matthew Michael Carnahan, |, Stars:, Waleed Elgadi, Suhail Dabbach, Adam Bessa, Is'haq Elias"
My Little Pony: The Movie,"Jayson Thiessen, |, Stars:, Emily Blunt, Kristin Chenoweth, Liev Schreiber, Michael Peña"
The Boys in the Band,"Joe Mantello, |, Stars:, Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells"
A Very Long Engagement,"Jean-Pierre Jeunet, |, Stars:, Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon"
The Kissing Booth 2,"Vince Marcello, |, Stars:, Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald"
Top Chef,"Tom Colicchio, Padma Lakshmi, Gail Simmons, Richard Blais"
Bruised,"Halle Berry, |, Stars:, Halle Berry, Adan Canto, Sheila Atim, Adriane Lenox"
Kung Fury,"David Sandberg, |, Stars:, David Sandberg, Jorma Taccone, Steven Chew, Leopold Nilsson"
To All the Boys: Always and Forever,"Michael Fimognari, |, Stars:, Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart"
House of Secrets: The Burari Deaths,"Manoj Kumar, Naresh Bhatia, Vishal Anand, Mukesh Sengar"
Stonehearst Asylum,"Brad Anderson, |, Stars:, Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson"
V-Wars,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf"
Good on Paper,"Kimmy Gatewood, |, Stars:, Iliza Shlesinger, Britney Young, Christopher Nicholas Smith, Adam Lustick"
Life Unexpected,"Shiri Appleby, Kristoffer Polaha, Britt Robertson, Kerr Smith"
RuPaul's Drag Race All Stars,"RuPaul, Michelle Visage, Carson Kressley, Ross Mathews"
The Decline,"Patrice Laliberté, |, Stars:, Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé, Marc Beaupré"
Dead Man Down,"Niels Arden Oplev, |, Stars:, Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard"
Broken City,"Allen Hughes, |, Stars:, Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright"
Unauthorized Living,"Jose Coronado, Álex González, Claudia Traisac, Luis Zahera"
The Fundamentals of Caring,"Rob Burnett, |, Stars:, Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff"
Kon-Tiki,"Joachim Rønning, Espen Sandberg, |, Stars:, Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård, Odd-Magnus Williamson"
Creep 2,"Patrick Brice, |, Stars:, Karan Soni, Mark Duplass, Desiree Akhavan, Kyle Field"
Tales from Earthsea,"Gorô Miyazaki, |, Stars:, Timothy Dalton, Willem Dafoe, Mariska Hargitay, Jun'ichi Okada"
Yu Yu Hakusho: Ghost Files,"Nozomu Sasaki, Justin Cook, Christopher Sabat, Cynthia Cranz"
Running with the Devil,"Jason Cabell, |, Stars:, Nicolas Cage, Laurence Fishburne, Leslie Bibb, Cole Hauser"
Somebody Feed Phil,"Phil Rosenthal, Monica Horan, Judy Gold, Lily Rosenthal"
Philomena,"Stephen Frears, |, Stars:, Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham"
Odd Squad,"Millie Davis, Sean Michael Kyer, Dalila Bela, Filip Geljo"
2067,"Seth Larney, |, Stars:, Aaron Glenane, Kodi Smit-McPhee, Ryan Kwanten, Finn Little"
Desperados,"LP, |, Stars:, Nasim Pedrad, Anna Camp, Lamorne Morris, Sarah Burns"
Arifureta: From Commonplace to World's Strongest,"Tia Lynn Ballard, Matt Shipman, Toshinari Fukamachi, Minami Takahashi"
Ivy + Bean: The Ghost That Had to Go,"Elissa Down, |, Stars:, Keslee Blalock, Jaycie Dotin, Garfield Wilson, Marci T. House"
Rim of the World,"McG, |, Stars:, Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto"
American Murder: The Family Next Door,"Jenny Popplewell, |, Stars:, Nickole Atkinson, Jim Benemann, Luke Epple, Mark Jamieson"
When Marnie Was There,"Hiromasa Yonebayashi, |, Stars:, Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima"
Secret City,"Anna Torv, Marcus Graham, Justin Smith, Aleks Mikic"
Look Who's Back,"David Wnendt, |, Stars:, Oliver Masucci, Thomas M. Köppl, Marc-Marvin Israel, David Gebigke"
Double Team,"Hark Tsui, |, Stars:, Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman"
PJ Masks,"Addison Holley, Juan Luis Bonilla, Kyle Breitkopf, Brianna Daguanno"
Arbitrage,"Nicholas Jarecki, |, Stars:, Richard Gere, Susan Sarandon, Brit Marling, Tim Roth"
D.P.,"Jung Hae-In, Sukku Son, Koo Kyo-hwan, Harrison Xu"
The Boy Who Harnessed the Wind,"Chiwetel Ejiofor, |, Stars:, Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo, Robert Agengo"
Space Sweepers,"Sung-hee Jo, |, Stars:, Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo"
A Man for All Seasons,"Fred Zinnemann, |, Stars:, Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern"
Sexify,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek"
The Red Balloon,"Albert Lamorisse, |, Stars:, Pascal Lamorisse, Sabine Lamorisse, Georges Sellier, Vladimir Popov"
Impetigore,"Joko Anwar, |, Stars:, Tara Basro, Ario Bayu, Marissa Anita, Christine Hakim"
A Castle for Christmas,"Mary Lambert, |, Stars:, Brooke Shields, Cary Elwes, Lee Ross, Andi Osho"
Geronimo: An American Legend,"Walter Hill, |, Stars:, Jason Patric, Gene Hackman, Robert Duvall, Wes Studi"
Wanted,"Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell"
The New Legends of Monkey,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel"
Inside Man: Most Wanted,"M.J. Bassett, |, Stars:, Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn"
S.W.A.T.: Under Siege,"Tony Giglio, |, Stars:, Sam Jaeger, Adrianne Palicki, Michael Jai White, Kyra Zagorsky"
The Cat Returns,"Hiroyuki Morita, |, Stars:, Chizuru Ikewaki, Yoshihiko Hakamada, Aki Maeda, Takayuki Yamada"
Frozen Planet,"David Attenborough, Alec Baldwin, Chadden Hunter, Michael Kelem"
Creeped Out,"Victoria Diamond, William Romain, Jaiden Cannatelli, Lukas Engel"
The Best of Enemies,"Robin Bissell, |, Stars:, Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche"
Rurouni Kenshin Part I: Origins,"Keishi Otomo, |, Stars:, Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki"
The Last Days of American Crime,"Olivier Megaton, |, Stars:, Neels Clasen, Edgar Ramírez, Tony Caprari, Kate Normington"
The Little Prince,"Mark Osborne, |, Stars:, Jeff Bridges, Mackenzie Foy, Rachel McAdams, Marion Cotillard"
The Double,"Michael Brandt, |, Stars:, Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan"
The Sound of Magic,"Ji Chang-Wook, Hwang In-Yeop, Lisa Yamada, Harrison Xu"
The Bookshop,"Isabel Coixet, |, Stars:, Emily Mortimer, Bill Nighy, Hunter Tremayne, Honor Kneafsey"
Meteor Garden,"Dylan Wang, Shen Yue, Caesar Wu, Darren Chen"
We Bare Bears,"Eric Edelstein, Demetri Martin, Bobby Moynihan, Keith Ferguson"
The Old Ways,"Christopher Alender, |, Stars:, Brigitte Kali Canales, Andrea Cortés, Julia Vera, Sal Lopez"
Traitors,"Emma Appleton, Brandon P Bell, Keeley Hawes, Luke Treadaway"
Falling Inn Love,"Roger Kumble, |, Stars:, Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne"
An Astrological Guide for Broken Hearts,"Michele Rosiello, Claudia Gusmano, Lorenzo Adorni, Ulf Bjorlin"
14 Peaks: Nothing Is Impossible,"Torquil Jones, |, Stars:, Nirmal Purja, Suchi Purja, Klára Kolouchová, Reinhold Messner"
The Woods,"Grzegorz Damiecki, Agnieszka Grochowska, Hubert Milkowski, Wiktoria Filus"
Black Space,"Guri Alfi, Assi Levy, Reut Alush, Shai Avivi"
Drunken Master,"Woo-Ping Yuen, |, Stars:, Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek"
Tiger King,"Joe Exotic, Carole Baskin, John Reinke, Jeff Lowe"
Little Things,"Dhruv Sehgal, Mithila Palkar, Navni Parihar, Loveleen Mishra"
Duck Butter,"Miguel Arteta, |, Stars:, Alia Shawkat, Drew Langer, Marc Maron, Mark Duplass"
Brain on Fire,"Gerard Barrett, |, Stars:, Chloë Grace Moretz, Thomas Mann, Richard Armitage, Carrie-Anne Moss"
Dangerous Liaisons,"Rachel Suissa, |, Stars:, Paola Locatelli, Simon Rérolle, Ella Pellegrini, Héloïse Janjaud"
Marmaduke,"Mark A.Z. Dippé, Youngki Lee, Phil Nibbelink, Matt Philip Whelan, |, Stars:, Pete Davidson, J.K. Simmons, David Koechner, Mary Hart"
Girlboss,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso McAuley"
On the Verge,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau"
Honeymoon,"Leigh Janiak, |, Stars:, Rose Leslie, Harry Treadaway, Ben Huber, Hanna Brown"
From Up on Poppy Hill,"Gorô Miyazaki, |, Stars:, Sarah Bolger, Chris Noth, Anton Yelchin, Christina Hendricks"
My Liberation Diary,"Lee Min-ki, Kim Ji-Won, Sukku Son, Lee El"
How NOT to Summon a Demon Lord,"Masaaki Mizunaka, Yû Serizawa, Azumi Waki, Eric Vale"
Kidnapping Stella,"Thomas Sieben, |, Stars:, Max von der Groeben, Jella Haase, Clemens Schick, Hossein Rahmani Manesh"
Dragons: Race to the Edge,"Jay Baruchel, America Ferrera, Zack Pearlman, Christopher Mintz-Plasse"
Glow Up: Britain's Next Make-Up Star,"Dominic C. Skinner, Val Garland, Maya Jama, Ophelia Liu"
The Battle of Britain,"Guy Hamilton, |, Stars:, Michael Caine, Trevor Howard, Harry Andrews, Curd Jürgens"
Worst Roommate Ever,"Alex Miller, Susan Miller, Arleen Hairbaedian, Peter Cernauskas"
Final Score,"Scott Mann, |, Stars:, Martyn Ford, Gordon Alexander, Alexandra Dinu, Peter Pedrero"
The Real Housewives of New York City,"Ramona Singer, Luann de Lesseps, Sonja Morgan, Bethenny Frankel"
Ganglands,"Tracy Gotoas, Sofia Lesaffre, Salim Kechiouche, Noureddine Farihi"
Tau,"Federico D'Alessandro, |, Stars:, Maika Monroe, Ed Skrein, Gary Oldman, Fiston Barek"
Hit and Run,"David Palmer, Dax Shepard, |, Stars:, Dax Shepard, Kristen Bell, Bradley Cooper, Kristin Chenoweth"
Love on the Spectrum,"Brooke Satchwell, Michael Theo, Mark Radburn, Ronan Soussa"
Penguin Bloom,"Glendyn Ivin, |, Stars:, Naomi Watts, Griffin Murray-Johnston, Andrew Lincoln, Essi Murray-Johnston"
Buba,"Arne Feldhusen, |, Stars:, Bjarne Mädel, Georg Friedrich, Anita Vulesica, Soma Pysall"
Malang,"Mohit Suri, |, Stars:, Aditya Roy Kapoor, Anil Kapoor, Disha Patani, Kunal Khemu"
Furioza,"Cyprian T. Olencki, |, Stars:, Mateusz Banasiuk, Weronika Ksiazkiewicz, Mateusz Damiecki, Lukasz Simlat"
Marauders,"Steven C. Miller, |, Stars:, Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier"
The Wandering Earth,"Frant Gwo, |, Stars:, Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng"
The Paradise,"Joanna Vanderham, Emun Elliott, Stephen Wight, Sonya Cassidy"
Get Even,"Kim Adis, Bethany Antonia, Jessica Alexander, Mia McKenna-Bruce"
Surviving Summer,"Kai Lewins, Sky Katz, Lilliana Bowrey, João Gabriel Marinho"
Love Wedding Repeat,"Dean Craig, |, Stars:, Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson"
Pieles,"Eduardo Casanova, |, Stars:, Ana Polvorosa, Carmen Machi, Macarena Gómez, Candela Peña"
Only Yesterday,"Isao Takahata, |, Stars:, Miki Imai, Toshirô Yanagiba, Yoko Honna, Mayumi Izuka"
We Summon the Darkness,"Marc Meyers, |, Stars:, Alexandra Daddario, Keean Johnson, Maddie Hasson, Amy Forsyth"
The Principles of Pleasure,"Michelle Buteau, Supriya Ganesh, Annie Pisapia, Gina Nicole Brown"
Juvenile Justice,"Rich Ting, Kim Hye-su, Tom Choi, Mu-Yeol Kim"
Ergo Proxy,"Kôji Yusa, Akiko Yajima, Liam O'Brien, Rachel Hirschfeld"
The Immigrant,"James Gray, |, Stars:, Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk"
The Occupant,"David Pastor, Àlex Pastor, |, Stars:, Javier Gutiérrez, Mario Casas, Bruna Cusí, Ruth Díaz"
A.N.T. Farm,"China Anne McClain, Sierra McCormick, Jake Short, Stefanie Scott"
Record of Ragnarok,"Kellen Goff, Chris Edgerly, Laura Post, Miyuki Sawashiro"
Blippi,"Clayton Grimm, Stevin John, Kaitlin Becker, Brittany Ann Cormack"
AJ and the Queen,"RuPaul, Izzy G., Michael-Leon Wooley, Josh Segarra"
Car Masters: Rust to Riches,"Constance Nunes, Mark Towle, Shawn Pilot, Tony Quinones"
The Willoughbys,"Kris Pearn, Cory Evans, Rob Lodermeier, |, Stars:, Will Forte, Maya Rudolph, Alessia Cara, Terry Crews"
Satan's Slaves,"Joko Anwar, |, Stars:, Tara Basro, Bront Palarae, Dimas Aditya, Endy Arfian"
Wet Hot American Summer: Ten Years Later,"Nina Hellman, Marguerite Moreau, Zak Orth, Michael Showalter"
History 101,Natalie Silverman
Who Likes My Follower?,"Jedet, Jonan Wiergo, Luján Argüelles, Tharyk"
Let It Snow,"Luke Snellin, |, Stars:, Isabela Merced, Shameik Moore, Odeya Rush, Liv Hewson"
Elisa & Marcela,"Isabel Coixet, |, Stars:, Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas"
Step Up All In,"Trish Sie, |, Stars:, Ryan Guzman, Briana Evigan, Adam Sevani, Misha Gabriel Hamilton"
Heirs to the Land,"Yon González, Elena Rivera, Jesús Carroza, Rodolfo Sancho"
